,transaction_id,procedure_id,trans_group_id,trans_group_ar,trans_group_en,procedure_name_ar,procedure_name_en,instance_date,property_type_id,property_type_ar,property_type_en,property_sub_type_id,property_sub_type_ar,property_sub_type_en,property_usage_ar,property_usage_en,reg_type_id,reg_type_ar,reg_type_en,area_id,area_name_ar,area_name_en,building_name_ar,building_name_en,project_number,project_name_ar,project_name_en,master_project_en,master_project_ar,nearest_landmark_ar,nearest_landmark_en,nearest_metro_ar,nearest_metro_en,nearest_mall_ar,nearest_mall_en,rooms_ar,rooms_en,has_parking,procedure_area,actual_worth,meter_sale_price,rent_value,meter_rent_price,no_of_parties_role_1,no_of_parties_role_2,no_of_parties_role_3
8012,1-102-2022-28755,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,26-09-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,بارك فيلد البرج 2,Park Field Tower 2,2404.0,بارك فيلد,Park Field,DUBAI HILLS - PARK,دبي هيليز - بارك,موتور سيتي,Motor City,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفة,1 B/R,1,59.96,1283888.0,21412.41,,,1.0,1.0,0.0
8243,1-102-2022-33858,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,27-10-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,لايم جاردنز,Lime Gardens,2418.0,لايم جاردنز,Lime Gardens ,DUBAI HILLS - PARK,دبي هيليز - بارك,موتور سيتي,Motor City,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,ثلاث غرف,3 B/R,1,130.0,2907888.0,22368.37,,,1.0,1.0,0.0
8631,1-102-2020-4677,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,09-03-2020,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,إكزيكتيف رزيدنسز 2,EXECUTIVE RESIDENCES 2,1937.0,بارك ريدج,PARK RIDGE,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفة,1 B/R,1,60.3,1097888.0,18207.1,,,1.0,1.0,0.0
8661,1-102-2022-15238,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,09-06-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,إكزيكتيف رزيدنسز 2,EXECUTIVE RESIDENCES 2,1937.0,بارك ريدج,PARK RIDGE,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفة,1 B/R,1,60.09,1095991.0,18239.16,,,1.0,1.0,0.0
8902,1-41-2022-9224,41,1,مبايعات,Sales,بيع مبدئى,Delayed Sell,31-05-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,اكاسيا في بارك هايتس بناية ايه,ACACIA AT PARK HEIGHTS BUILDING A,1633.0,أكاسيا أت بارك هايتس,ACACIA AT PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,ثلاث غرف,3 B/R,1,127.79,2250000.0,17607.01,,,1.0,1.0,0.0
8911,1-11-2022-32572,11,1,مبايعات,Sales,بيع,Sell,22-12-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,اكاسيا في بارك هايتس بناية بي,ACACIA AT PARK HEIGHTS BUILDING B,1633.0,أكاسيا أت بارك هايتس,ACACIA AT PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفتين,2 B/R,1,143.17,2300000.0,16064.82,,,1.0,1.0,0.0
9022,1-102-2018-14515,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,30-10-2018,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,اكاسيا في بارك هايتس بناية بي,ACACIA AT PARK HEIGHTS BUILDING B,1633.0,أكاسيا أت بارك هايتس,ACACIA AT PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفتين,2 B/R,1,124.96,1903888.0,15235.98,,,1.0,1.0,0.0
9186,1-102-2020-15482,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,25-11-2020,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,بارك ريدج تاور سي,PARK RIDGE TOWER C,1937.0,بارك ريدج,PARK RIDGE,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفتين,2 B/R,1,92.82,1589888.0,17128.72,,,1.0,1.0,0.0
9244,1-102-2021-21743,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,22-11-2021,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,إكزيكتيف رزيدنسز 2,EXECUTIVE RESIDENCES 2,1937.0,بارك ريدج,PARK RIDGE,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفتين,2 B/R,1,92.95,1578888.0,16986.42,,,1.0,1.0,0.0
9562,1-102-2022-6362,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,10-03-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,إكزيكتيف رزيدنسز 2,EXECUTIVE RESIDENCES 2,1937.0,بارك ريدج,PARK RIDGE,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفة,1 B/R,1,60.87,1159888.0,19055.17,,,1.0,1.0,0.0
9639,1-102-2021-20611,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,10-11-2021,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,إكزيكتيف رزيدنسز 2,EXECUTIVE RESIDENCES 2,1937.0,بارك ريدج,PARK RIDGE,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفتين,2 B/R,1,92.95,1588888.0,17094.01,,,1.0,2.0,0.0
9647,2-13-2020-2767,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,26-03-2020,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,اكاسيا في بارك هايتس بناية بي,ACACIA AT PARK HEIGHTS BUILDING B,1633.0,أكاسيا أت بارك هايتس,ACACIA AT PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفة,1 B/R,1,83.49,493888.0,5915.53,,,1.0,1.0,0.0
9890,1-41-2022-21260,41,1,مبايعات,Sales,بيع مبدئى,Delayed Sell,30-11-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,إكزيكتيف رزيدنسز 2,EXECUTIVE RESIDENCES 2,1937.0,بارك ريدج,PARK RIDGE,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفة,1 B/R,1,60.36,1280000.0,21206.1,,,1.0,1.0,0.0
10125,1-41-2022-22621,41,1,مبايعات,Sales,بيع مبدئى,Delayed Sell,21-12-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,اكاسيا في بارك هايتس بناية بي,ACACIA AT PARK HEIGHTS BUILDING B,1633.0,أكاسيا أت بارك هايتس,ACACIA AT PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,ثلاث غرف,3 B/R,1,161.84,2836010.0,17523.54,,,1.0,1.0,0.0
10341,1-11-2020-10968,11,1,مبايعات,Sales,بيع,Sell,20-11-2020,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,ملبيري II آت بارك هايتس A2,MULBERRY II at PARK HEIGHTS Building A2,1489.0,مولبيري في بارك هايتس ,MULBERRY at PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفتين,2 B/R,1,121.39,1460000.0,12027.35,,,2.0,1.0,0.0
10745,1-11-2019-10213,11,1,مبايعات,Sales,بيع,Sell,07-11-2019,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,ملبيري II آت بارك هايتس A1,MULBERRY II at PARK HEIGHTS Building A1,1489.0,مولبيري في بارك هايتس ,MULBERRY at PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفة,1 B/R,1,80.98,1000000.0,12348.73,,,1.0,1.0,0.0
10770,1-11-2021-14673,11,1,مبايعات,Sales,بيع,Sell,24-08-2021,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,ملبيري آت بارك هايتس مبنى A1,MULBERRY at PARK HEIGHTS Building A1,1489.0,مولبيري في بارك هايتس ,MULBERRY at PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,موتور سيتي,Motor City,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,ثلاث غرف,3 B/R,1,180.08,2700000.0,14993.34,,,1.0,1.0,0.0
10912,1-102-2018-14703,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,01-11-2018,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,بارك ريدج تاور سي,PARK RIDGE TOWER C,1937.0,بارك ريدج,PARK RIDGE,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفتين,2 B/R,1,92.5,1386888.0,14993.38,,,1.0,2.0,0.0
11034,1-11-2022-23210,11,1,مبايعات,Sales,بيع,Sell,26-09-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,ملبيري آت بارك هايتس مبنى B2,MULBERRY at PARK HEIGHTS Building B2,1489.0,مولبيري في بارك هايتس ,MULBERRY at PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,موتور سيتي,Motor City,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفتين,2 B/R,1,120.54,2000000.0,16592.0,,,1.0,1.0,0.0
11159,1-102-2014-16482,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,25-12-2014,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,ملبيري آت بارك هايتس مبنى B2,MULBERRY at PARK HEIGHTS Building B2,1489.0,مولبيري في بارك هايتس ,MULBERRY at PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,موتور سيتي,Motor City,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,ثلاث غرف,3 B/R,1,225.79,2528888.0,11200.18,,,1.0,1.0,0.0
11174,1-102-2014-16165,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,22-12-2014,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,ملبيري II آت بارك هايتس B1,MULBERRY II at PARK HEIGHTS Building B1,1489.0,مولبيري في بارك هايتس ,MULBERRY at PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,ثلاث غرف,3 B/R,1,231.32,2818888.0,12186.1,,,1.0,2.0,0.0
11303,1-102-2015-17490,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,07-12-2015,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,اكاسيا في بارك هايتس بناية بي,ACACIA AT PARK HEIGHTS BUILDING B,1633.0,أكاسيا أت بارك هايتس,ACACIA AT PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفة,1 B/R,1,91.41,1429888.0,15642.58,,,1.0,1.0,0.0
11381,1-102-2022-36421,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,07-11-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,لايم جاردنز,Lime Gardens,2418.0,لايم جاردنز,Lime Gardens ,DUBAI HILLS - PARK,دبي هيليز - بارك,موتور سيتي,Motor City,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,ثلاث غرف,3 B/R,1,128.86,2856590.0,22168.17,,,1.0,1.0,0.0
11527,1-41-2023-2190,41,1,مبايعات,Sales,بيع مبدئى,Delayed Sell,26-01-2023,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,ملبيري II آت بارك هايتس A1,MULBERRY II at PARK HEIGHTS Building A1,1489.0,مولبيري في بارك هايتس ,MULBERRY at PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفة,1 B/R,1,80.88,1148000.0,14193.87,,,1.0,1.0,0.0
11691,1-102-2017-17732,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,05-09-2017,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,اكاسيا في بارك هايتس بناية بي,ACACIA AT PARK HEIGHTS BUILDING B,1633.0,أكاسيا أت بارك هايتس,ACACIA AT PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفتين,2 B/R,1,124.86,1449000.0,11605.0,,,1.0,2.0,0.0
11806,1-102-2022-16915,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,23-06-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,إكزيكتيف رزيدنسز 2,EXECUTIVE RESIDENCES 2,1937.0,بارك ريدج,PARK RIDGE,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفة,1 B/R,1,60.4,1102781.0,18257.96,,,1.0,1.0,0.0
